variant,n,d,phase,U_median,Q_median,n_highU_lowQ,n_lowU_highQ,highU_lowQ,lowU_highQ,abs_diff,ratio
pcgrad,8,8,late,1.5584627081034226,0.0476965147360838,197,197,0.01630576851230029,0.022172688030602784,0.005866919518302493,1.35980637857558
pcgrad,8,8,mid,2.4934380822576445,0.11380568838742874,203,203,0.03918203110688573,0.04335366227146064,0.004171631164574911,1.106467966226534
pcgrad,10,4,early,3.218803045241209,1.1079811264414112,195,195,0.1284705083252334,0.212962910816898,0.08449240249166459,1.6576793662072644
pcgrad,10,4,late,1.0034204331661716,0.6847544298260557,324,324,0.013482379072689137,-0.010743725025489485,-0.024226104098178623,-0.7968716031173412
pcgrad,10,4,mid,2.092611939455429,1.6245989997910633,285,285,0.13663893388107007,0.07919474219452442,-0.057444191686545645,0.5795913356836873
pcgrad,10,6,early,3.6600992194416726,0.1721543269638024,192,192,0.06484273609949011,0.11052767313808416,0.04568493703859405,1.7045498044453016
pcgrad,10,6,late,2.0602484780651458,1.1957994373469942,352,352,0.09310727993389985,0.03419238534024689,-0.058914894593652956,0.3672364326884136
pcgrad,10,6,mid,2.921071518811362,0.5310536164336224,385,385,0.06993144338333111,0.12790304746938885,0.05797160408605774,1.8289776569930756
pcgrad,10,8,early,3.982998498216661,0.11295806720862636,118,118,0.05961213442225298,0.07955741966477352,0.01994528524252054,1.3345843163615199
pcgrad,10,8,late,2.405412512671676,0.036820170533014146,228,228,0.01968287158008015,0.06523994304252538,0.045557071462445226,3.314554117629401
pcgrad,10,8,mid,3.2468820291551213,0.03813274496577765,250,250,0.02856423097385574,0.0620048655557552,0.033440634581899456,2.170717132644215
lso_pcgrad,4,4,early,2.0341959776225664,2.1955283810387756,110,110,0.11272768328036242,0.18436557408229176,0.07163789080192934,1.6354951039290002
lso_pcgrad,4,4,late,1.0661646849927973,0.00540323254575005,250,250,0.002884429440805203,0.006339963068883689,0.003455533628078486,2.1979955478175457
lso_pcgrad,4,4,mid,1.4340188774414482,0.03932187430034005,273,273,0.01027979781602149,0.029621887090379374,0.019342089274357883,2.881563200028354
lso_pcgrad,4,6,early,1.9793212145662382,2.2606489123963254,80,80,0.09332526206726274,0.18936513622121595,0.09603987415395321,2.0290876449372726
lso_pcgrad,4,6,late,0.9709197711017274,0.0011293449934445,340,340,0.0014633252908380697,0.003264039445849989,0.0018007141550119195,2.2305631333554152
lso_pcgrad,4,6,mid,1.1455603380513548,0.023694594977898102,279,279,0.006448896241009252,0.012082446734968007,0.005633550493958755,1.8735681709583694
lso_pcgrad,4,8,early,1.75839886276772,1.2678751441325042,64,64,0.05514418640288812,0.15016244040601323,0.09501825400312511,2.723087422288066
lso_pcgrad,4,8,late,1.0690898559905466,0.00022342680134859998,286,286,0.0006344445025109669,0.002870243638071279,0.0022357991355603122,4.524026335970441
