ansatz,variant,n_qubits,depth,statistic,seeds_expected,seeds_estimable,cell_estimable,rho_bar,ci_lo,ci_hi,material_and_resolved,reason,sign,max_vif_median,kappa_median,top_status,bootstrap_seed
hea,pcgrad_nm,10,6,rho_C,30,13,False,0.036517596221655006,-0.1972800008996229,0.2894106105799596,False,cell_underdetermined,1,10.431104771125801,6.480132328807509,collinear,1264410018
hea,pcgrad_nm,10,8,rho_nu,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,3713058241
hea,pcgrad_nm,10,8,rho_cos,30,13,False,0.9442662467566428,0.532083677155556,0.9992594301655524,False,cell_underdetermined,1,10.697663353379177,6.5317446313631695,collinear,2938774420
hea,pcgrad_nm,10,8,rho_C,30,13,False,0.09962515195006656,-0.14749565137299908,0.32991114435864244,False,cell_underdetermined,1,10.697663353379177,6.531744631363168,collinear,3430494024
hea,vanilla,4,4,rho_nu,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,616137415
hea,vanilla,4,4,rho_cos,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,3986949279
hea,vanilla,4,4,rho_C,30,29,True,0.01871628047027685,-0.027136514702263213,0.0680624105775179,False,below_material_threshold,1,1.3757589913838382,1.7845025641489793,ok,2886089581
hea,vanilla,4,4,rho_C_vanilla_ref,30,29,True,0.01871628047027685,-0.028107232155258843,0.06762647668210962,False,below_material_threshold,1,1.3757589913838382,1.7845025641489793,ok,27606614
hea,vanilla,4,6,rho_nu,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,1714610292
hea,vanilla,4,6,rho_cos,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,3950989016
hea,vanilla,4,6,rho_C,30,27,True,0.02732073046760858,-0.04866802693376181,0.10454835815911112,False,below_material_threshold,1,1.7659125134140878,2.20370675353932,ok,1118935665
hea,vanilla,4,6,rho_C_vanilla_ref,30,27,True,0.02732073046760858,-0.04763187086771507,0.10663007303420843,False,below_material_threshold,1,1.7659125134140878,2.20370675353932,ok,1068180982
hea,vanilla,4,8,rho_nu,30,0,False,,,,False,cell_underdetermined,0,,,structural_target,1291821652
